"","Name","City","State","Locale","Control","Cost_att","Federal_loan","Pell_Grant","Women","Dependent","Married","pct_white","pct_black","pct_hispanic","pct_asian","Low_income","Mid1_income","Mid2_income","High1_income","High2_income","Completion_rate","Monthly_debt","Mean_earning_6","Mean_earning_7","Mean_earning_8","Mean_earning_9","Mean_earning_10","Mean_earning_male_6","Mean_earning_female_6","Mean_earning_male_10","Mean_earning_female_10"
"2918","Upper Valley Career Center","Piqua","OH","Town","Public",NA,0.6700000167,0.8100000024,0.8100000024,0.0900000036,0.4900000095,94.2799987793,3.1700000763,0.8399999738,0.8799999952,0.6516853933,0.1573033708,0.1179775281,NA,NA,NA,85.8561608347434,29500,28600,28600,26100,27000,NA,NA,NA,NA
"2919","Urbana University","Urbana","OH","Rural","Private",32554,0.9700000286,0.5500000119,0.4699999988,0.6800000072,0.150000006,85.8099975586,11.1499996185,1.6200000048,0.8000000119,0.3745928339,0.1628664495,0.1824104235,0.2019543974,0.0781758958,NA,274.003524070657,31200,33300,35400,38200,39500,27900,33900,35800,43300
"2920","Ursuline College","Pepper Pike","OH","Suburb","Private",37241,0.9499999881,0.5899999738,0.9300000072,0.4900000095,0.1599999964,72.5500030518,23.6900005341,1.8899999857,1.4600000381,0.4369747899,0.1568627451,0.1400560224,0.1260504202,0.1400560224,NA,289.513157508618,43400,43600,43900,49100,48100,NA,NA,NA,NA
"2921","Virginia Marti College of Art and Design","Lakewood","OH","Suburb","Private",26683,0.9900000095,0.5500000119,0.7599999905,0.5899999738,0.0900000036,83.4300003052,12.5699996948,2.4900000095,1.3300000429,0.6811594203,0.1376811594,0.0942028986,NA,NA,NA,315.362546571888,27300,24500,25800,27600,29700,NA,NA,NA,NA
"2922","Walsh University","North Canton","OH","Suburb","Private",37284,0.9800000191,0.4699999988,0.6499999762,0.7699999809,0.1099999994,90.5500030518,6.9099998474,1.4700000286,0.7400000095,0.2434274586,0.158714703,0.1752677702,0.2268743914,0.1957156767,NA,287.791588197005,36900,38900,41600,45100,46500,37200,36600,42300,52300
"2923","Washington State Community College","Marietta","OH","Rural","Public",10907,0.5899999738,0.8500000238,0.6600000262,0.4199999869,0.2399999946,96.7900009155,1.5099999905,0.5600000024,0.3799999952,0.5390243902,0.1475609756,0.1682926829,0.0975609756,0.0475609756,NA,105.982495159405,25500,26600,28100,27700,29700,22500,31200,26100,36100
"2924","Western Hills School of Beauty and Hair Design","Cincinnati","OH","Suburb","Private",NA,0.8199999928,0.8600000143,0.9599999785,0.1700000018,0.2099999934,73.9899978638,22.5699996948,1.1599999666,1.3999999762,0.9053254438,NA,NA,NA,NA,NA,163.688671304248,17700,19600,21200,20700,19900,NA,NA,NA,NA
"2925","Wilberforce University","Wilberforce","OH","Rural","Private",27246,0.9300000072,0.7599999905,0.6299999952,0.5400000215,0.150000006,47.0699996948,45.5999984741,5.5900001526,1.7999999523,0.6915422886,0.1517412935,0.0945273632,NA,NA,NA,214.549929225137,30700,33000,33800,36700,36900,30100,31800,35600,38500
"2926","Wilmington College","Wilmington","OH","Rural","Private",41153,0.9700000286,0.5099999905,0.6000000238,0.7599999905,0.1099999994,90.1399993896,7.1199998856,1.2999999523,0.8700000048,0.301369863,0.1531755915,0.2067247821,0.1905354919,0.1481942715,NA,279.173401883311,30500,34300,36300,41700,41900,29000,32500,37100,47600
"2927","Winebrenner Theological Seminary","Findlay","OH","Town","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928","Wittenberg University","Springfield","OH","City","Private",49790,0.9800000191,0.3199999928,0.5600000024,0.9200000167,0.0299999993,89.0899963379,6.8499999046,2.1700000763,1.7100000381,0.2494623656,0.1150537634,0.1537634409,0.2129032258,0.2688172043,NA,279.173401883311,33100,36700,40100,44300,45700,31800,34700,42100,49900
"2929","The College of Wooster","Wooster","OH","Town","Private",55500,0.9900000095,0.349999994,0.5,0.9900000095,0,87.4599990845,7.0700001717,3.3699998856,2.3199999332,0.143525741,0.1138845554,0.1622464899,0.2168486739,0.3634945398,NA,268.833646258003,33600,39600,43600,44900,49000,30800,36000,47700,50600
"2930","Wright State University-Main Campus","Dayton","OH","Suburb","Public",19446,0.9300000072,0.5500000119,0.6000000238,0.7200000286,0.1000000015,85.7399978638,10.8100004196,1.4199999571,1.2599999905,0.3991610197,0.1419812843,0.1621490803,0.1506937722,0.1460148435,NA,258.493890632695,32500,36400,38700,42500,44000,30700,35100,40000,49500
"2931","Wright State University-Lake Campus","Celina","OH","Rural","Public",12282,0.9300000072,0.5500000119,0.6000000238,0.7200000286,0.1000000015,85.7399978638,10.8100004196,1.4199999571,1.2599999905,0.3991610197,0.1419812843,0.1621490803,0.1506937722,0.1460148435,NA,258.493890632695,32500,36400,38700,42500,44000,30700,35100,40000,49500
"2932","Xavier University","Cincinnati","OH","City","Private",47980,0.9800000191,0.3400000036,0.6000000238,0.8100000024,0.0599999987,81.8700027466,13.25,2.9000000954,2.0399999619,0.1682297773,0.1125439625,0.133059789,0.1799531067,0.4062133646,NA,279.173401883311,41700,45000,48400,51800,54600,40200,44000,49400,62200
"2933","ITT Technical Institute-Youngstown","Youngstown","OH","City","Private",27555,0.9499999881,0.7099999785,0.1899999976,0.4799999893,0.150000006,87.8399963379,9.7100000381,1.3200000525,0.7200000286,0.6996228922,0.1521717892,0.0867934114,0.0410129155,0.0203989918,NA,262.929645795952,33700,36700,38800,40000,42300,27200,35900,33800,43900
"2934","Youngstown State University","Youngstown","OH","City","Public",17099,0.9100000262,0.6899999976,0.5600000024,0.6899999976,0.0900000036,84.8700027466,12.3199996948,2.2400000095,0.5799999833,0.4264305177,0.1521344233,0.1687102634,0.1559945504,0.0967302452,NA,279.173401883311,31400,32700,34400,37000,38400,27300,35700,33100,44300
"2935","American Broadcasting School-Oklahoma City","Oklahoma City","OK","Suburb","Private",NA,0.9599999785,0.6999999881,0.3100000024,0.25,0.2399999946,68.8899993896,15.5399999619,12.5600004196,2.9900000095,0.7539267016,0.1465968586,NA,NA,NA,NA,77.108727575733,23100,25500,27000,25800,28200,20700,24100,24900,29300
"2936","Bacone College","Muskogee","OK","Town","Private",28200,0.8999999762,0.7900000215,0.5,0.5799999833,0.2199999988,66.8000030518,11.5,7.9800000191,0.8700000048,0.6341463415,0.161745828,0.0872913992,0.0629011553,0.053915276,NA,306.196353210053,29200,30000,32500,31500,33700,29300,29100,33300,34000
"2937","Oklahoma Wesleyan University","Bartlesville","OK","Town","Private",34500,0.9300000072,0.5400000215,0.6800000072,0.3799999952,0.4099999964,80.9899978638,4.5100002289,4.3400001526,1.1000000238,0.2836970475,0.1964056483,0.1874197689,0.1745827985,0.1578947368,NA,215.904437212052,43100,48100,49900,48800,49800,43400,42500,49500,50300
"2938","Southern Nazarene University","Bethany","OK","Suburb","Private",31950,0.9700000286,0.4900000095,0.5099999905,0.4799999893,0.3300000131,79.2300033569,8.2399997711,8.0200004578,2.2799999714,0.343599615,0.1953801732,0.1751684312,0.1414821944,0.1443695861,NA,193.870417974521,42700,47400,49400,50100,51400,37600,47500,46200,57000
"2939","Broken Arrow Beauty College-Broken Arrow","Broken Arrow","OK","Suburb","Private",NA,0.9399999976,0.6499999762,0.9499999881,0.4300000072,0.2399999946,79.9300003052,5.8800001144,4.3800001144,1.7100000381,0.6456692913,0.1692913386,0.0826771654,NA,NA,NA,65.4816723750744,16500,17600,17600,18100,21000,NA,NA,NA,NA
"2940","Pontotoc Technology Center","Ada","OK","Rural","Public",NA,0,1,0.7799999714,0.1400000006,0.3600000143,75.8000030518,2.0499999523,2.3499999046,0.400000006,0.7403846154,0.1634615385,NA,NA,NA,NA,NA,22400,23800,26000,30200,29300,NA,NA,NA,NA
"2941","Cameron University","Lawton","OK","City","Public",15786,0.6899999976,0.8199999928,0.6499999762,0.4099999964,0.3300000131,70.4199981689,14.1000003815,7.9200000763,1.7300000191,0.5503952569,0.1872529644,0.1338932806,0.0864624506,0.0419960474,NA,193.870417974521,29800,32500,34100,36100,38100,27000,34300,32400,46900
"2942","Carl Albert State College","Poteau","OK","Town","Public",11236,0.3300000131,0.9200000167,0.6899999976,0.4199999869,0.349999994,73.2399978638,3.5099999905,3.6800000668,0.3600000143,0.6514369934,0.1724392041,0.1252763449,0.0331613854,0.0176860722,NA,62.0385337518469,24600,26100,27500,29200,30600,21900,30100,25400,42000
"2943","Central State Beauty Academy","Oklahoma City","OK","City","Private",NA,0.8299999833,0.8700000048,0.9499999881,0.3100000024,0.2899999917,73.8499984741,13.8000001907,6.1999998093,2.4800000191,0.7507886435,0.1167192429,0.072555205,NA,NA,NA,75.0717957175474,15400,18000,17400,18100,17800,NA,NA,NA,NA
"2944","University of Central Oklahoma","Edmond","OK","Suburb","Public",17674,0.8500000238,0.6600000262,0.6000000238,0.6499999762,0.150000006,77.9400024414,9.4799995422,4.8899998665,2.1199998856,0.4296455424,0.1951306839,0.1450053706,0.1245972073,0.1056211958,NA,210.858636466902,34200,36800,39600,41600,44100,31400,38000,38600,52000
"2945","Claremore Beauty College","Claremore","OK","Town","Private",NA,0.5799999833,0.8799999952,0.8799999952,0.2800000012,0.4399999976,78.1699981689,1.7000000477,2.5499999523,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946","Connors State College","Warner","OK","Rural","Public",14438,0.5400000215,0.8600000143,0.6800000072,0.4699999988,0.2700000107,66.7300033569,8.9799995422,3.1800000668,0.4799999893,0.5646306818,0.1889204545,0.1441761364,0.0752840909,0.0269886364,NA,102.172295211479,27500,28700,29600,31500,33100,24700,32400,30100,39800
"2947","East Central University","Ada","OK","Town","Public",13363,0.7699999809,0.7900000215,0.6100000143,0.5699999928,0.2300000042,76.8600006104,4.1300001144,3.75,0.5799999833,0.4487179487,0.1984126984,0.1758241758,0.1062271062,0.0708180708,NA,174.514395443945,31500,34300,36000,37200,38800,29700,34000,34100,46000
"2948","Eastern Oklahoma State College","Wilburton","OK","Town","Public",17252,0.4699999988,0.8999999762,0.6600000262,0.5,0.2599999905,74.6500015259,4.6399998665,2.7699999809,0.2899999917,0.6409978308,0.1811279826,0.1084598698,0.0401301518,0.0292841649,NA,156.647297723413,27400,30000,32400,32500,33400,23500,34400,28600,42200
"2949","Redlands Community College","El Reno","OK","Town","Public",11644,0.6600000262,0.8000000119,0.6999999881,0.400000006,0.3100000024,80.9100036621,5.6199998856,5.8299999237,1.2799999714,0.5627476882,0.1928665786,0.141347424,0.0647291942,0.0383091149,NA,67.2084115645008,31400,31900,33200,35700,39600,27800,38600,33300,51100
"2950","Enid Beauty College","Enid","OK","Town","Private",NA,0.8199999928,0.8700000048,0.9399999976,0.3100000024,0.3100000024,89.0899963379,2.8900001049,4.8699998856,0.6800000072,0.6538461538,NA,NA,NA,NA,NA,64.1064848769084,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2951","Eves College of Hairstyling","Lawton","OK","City","Private",NA,0.0799999982,1,0.9499999881,0.1800000072,0.3899999857,69.3499984741,15.470000267,7.8899998665,1.7699999809,0.765625,0.109375,NA,NA,NA,NA,91.165625348339,14100,15700,16400,19200,18900,NA,NA,NA,NA
"2952","Hillsdale Free Will Baptist College","Moore","OK","Suburb","Private",21608,0.8600000143,0.7400000095,0.3899999857,0.7900000215,0.1199999973,79.1299972534,7.0900001526,4.6799998283,1.5900000334,0.4259259259,0.1851851852,0.1805555556,0.1342592593,0.0740740741,NA,230.710967267493,34800,32800,34200,34100,37200,NA,NA,26900,44600
"2953","Hollywood Cosmetology Center","Norman","OK","Suburb","Private",NA,0,1,0.9700000286,0.1400000006,0.3600000143,82.0299987793,4.3299999237,5.1500000954,1.9299999475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954","Langston University","Langston","OK","Rural","Public",17797,0.9200000167,0.8799999952,0.5199999809,0.6600000262,0.0700000003,51.1699981689,33.3699989319,10.6899995804,3.2400000095,0.6115335868,0.1831432193,0.108365019,0.0602027883,0.0367553866,NA,258.493890632695,24900,27000,28200,31200,32400,27300,22700,33000,31700
"2955","Murray State College","Tishomingo","OK","Rural","Public",14759,0.6399999857,0.8700000048,0.6499999762,0.4699999988,0.2800000012,78.0899963379,4.9800000191,3.8599998951,0.5400000215,0.5751138088,0.1965098634,0.1396054628,0.0546282246,0.0341426404,NA,161.806835780442,28200,29300,30700,33200,34400,23900,35100,28600,42300
"2956","Spartan College of Aeronautics and Technology","Tulsa","OK","City","Private",28632,0.9599999785,0.6299999952,0.0799999982,0.6700000167,0.1099999994,77.4800033569,9.9300003052,12.1400003433,1.9600000381,0.5303030303,0.1808712121,0.1458333333,0.0776515152,0.0653409091,NA,166.087494609319,38900,39300,42000,40300,42700,NA,NA,28700,43500
"2957","Northeastern State University","Tahlequah","OK","Town","Public",15177,0.8100000024,0.7699999809,0.6200000048,0.5299999714,0.2399999946,69.9100036621,5.3000001907,3.75,0.7200000286,0.4861556398,0.1748761294,0.1661323229,0.1075488196,0.0652870883,NA,186.11560125554,30600,33300,35600,37200,38600,28600,33800,34600,44500
"2958","Beauty Technical College Inc","Tahlequah","OK","Town","Private",NA,0.3899999857,0.9700000286,0.9599999785,0.1899999976,0.3799999952,54.2000007629,0.8799999952,4.0399999619,0.2599999905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959","Northern Oklahoma College","Tonkawa","OK","Town","Public",11325,0.7699999809,0.7599999905,0.5899999738,0.5400000215,0.2199999988,83.6200027466,4.0100002289,4.0199999809,1.2699999809,0.5092678406,0.1709916589,0.1524559778,0.0917516219,0.0755329008,NA,87.8879228151164,28100,28700,31600,34000,34900,23600,34100,27400,46300
"2960","Northeastern Oklahoma A&M College","Miami","OK","Town","Public",13723,0.6399999857,0.8299999833,0.5299999714,0.6600000262,0.1700000018,74.3499984741,5.4099998474,3.4800000191,0.5199999809,0.5666879387,0.1908104659,0.13720485,0.075303127,0.0299936184,NA,113.737311878385,25900,29500,30900,34300,33900,24000,28100,28400,39900
"2961","Northwestern Oklahoma State University","Alva","OK","Town","Public",13513,0.7599999905,0.7200000286,0.6000000238,0.6100000143,0.2099999934,86.5199966431,4.4600000381,6.0100002289,0.8199999928,0.4013157895,0.2050438596,0.1425438596,0.163377193,0.0877192982,NA,148.013601776281,30400,32800,35500,40000,43600,26700,35500,35800,51900
"2962","Oklahoma State University Center for Health Sciences","Tulsa","OK","City","Public",NA,1,0,0.4199999869,0,0.5,75.2399978638,9.8299999237,6.0300002098,2.7699999809,NA,NA,NA,NA,NA,NA,NA,NA,192600,220500,NA,NA,NA,NA,NA,NA
"2963","Oklahoma Christian University","Edmond","OK","City","Private",30501,0.9599999785,0.5099999905,0.5400000215,0.8999999762,0.0399999991,81.8199996948,6.25,8.470000267,2.6600000858,0.2292993631,0.1184713376,0.1821656051,0.2012738854,0.2687898089,NA,244.561069927593,30400,33300,36400,38200,41100,26700,34600,34300,46900
"2964","University of Oklahoma-Health Sciences Center","Oklahoma City","OK","City","Public",NA,1,0,0.8600000143,0.3700000048,0.349999994,77.5699996948,7.8499999046,5.6100001335,2.2899999619,0.3177366703,0.1660189647,0.1559148142,0.1352401679,0.2250893829,NA,206.795112506156,45100,48000,51800,54000,58000,41300,49300,49700,66400
"2965","Oklahoma Panhandle State University","Goodwell","OK","Rural","Public",16073,0.7900000215,0.7599999905,0.5099999905,0.6899999976,0.1299999952,80.0999984741,4.3099999428,18.7099990845,0.9100000262,0.4230145867,0.1944894652,0.1685575365,0.1199351702,0.0940032415,NA,184.502599377992,31600,32800,35300,38500,40500,25500,37200,30400,50600
"2966","Oklahoma State University-Main Campus","Stillwater","OK","Town","Public",21494,0.8999999762,0.5699999928,0.5,0.7799999714,0.0900000036,80.5199966431,5.9600000381,5.0599999428,1.8400000334,0.3375868425,0.169289664,0.147738551,0.1327094853,0.2126754573,NA,211.96499031881,39900,42900,46000,47600,50700,33800,45600,41900,58800
"2967","Oklahoma State University-Oklahoma City","Oklahoma City","OK","City","Public",10304,0.8000000119,0.7599999905,0.6600000262,0.3199999928,0.2800000012,74.8499984741,12.1599998474,6.4299998283,2.75,0.5817719911,0.1879961893,0.1324229914,0.0663702763,0.0314385519,NA,155.096334379617,31800,33700,35100,38400,39100,28000,38200,34000,47000
"2968","Oklahoma Baptist University","Shawnee","OK","Town","Private",34380,0.9100000262,0.5199999809,0.5799999833,0.8700000048,0.0799999982,81.4100036621,5.5599999428,6.3499999046,1.8799999952,0.3068309071,0.1668533035,0.1903695409,0.1735722284,0.1623740202,NA,267.541176804839,32900,33500,35900,36900,37700,31700,34600,33200,44600
"2969","Oklahoma City Community College","Oklahoma City","OK","City","Public",12826,0.6499999762,0.8000000119,0.6399999857,0.4199999869,0.25,76.7200012207,8.8699998856,7.3099999428,2.6300001144,0.6137495849,0.1828296247,0.1197276652,0.0496512786,0.0340418466,NA,86.8539472525856,30800,32600,33800,36700,38200,27400,36200,34000,45400
"2970","Oklahoma City University","Oklahoma City","OK","City","Private",45171,0.9399999976,0.400000006,0.6299999952,0.6299999952,0.1700000018,76.7900009155,10.5500001907,7.6900000572,2.9500000477,0.2618705036,0.1366906475,0.1798561151,0.1798561151,0.2417266187,NA,227.671079113652,40400,41800,44400,43700,45100,40400,40400,41200,51200
"2971","University of Oklahoma-Norman Campus","Norman","OK","Suburb","Public",23906,0.8999999762,0.5299999714,0.5400000215,0.7200000286,0.1299999952,78.8700027466,7.3000001907,6.5100002289,2.5799999237,0.3177366703,0.1660189647,0.1559148142,0.1352401679,0.2250893829,NA,206.795112506156,45100,48000,51800,54000,58000,41300,49300,49700,66400
"2972","Oklahoma School of Photography","Moore","OK","Suburb","Private",NA,0.9900000095,0.7599999905,0.8100000024,0.3300000131,0.349999994,81.7200012207,5.7100000381,5.2300000191,1.8099999428,0.5135135135,NA,NA,NA,NA,NA,NA,NA,17800,21100,25100,27800,NA,NA,NA,NA
"2973","Oklahoma State University Institute of Technology","Okmulgee","OK","Town","Public",12851,0.8000000119,0.7699999809,0.3700000048,0.6100000143,0.1800000072,73.8399963379,7.2899999619,3.2599999905,0.6100000143,0.5056852184,0.170556553,0.157989228,0.0975463794,0.0682226212,NA,129.381362139476,34400,34300,36300,36900,38200,21900,40200,24600,43800
"2974","Oral Roberts University","Tulsa","OK","City","Private",38235,0.9700000286,0.5500000119,0.6100000143,0.8399999738,0.0599999987,77.8799972534,11.1999998093,9.3299999237,2.5499999523,0.3909026297,0.1727078891,0.1648898365,0.1385927505,0.1329068941,NA,302.375813506501,31900,34300,36100,37800,39200,29200,35400,35100,44400
"2975","Tulsa Technology Center-Peoria Campus","Tulsa","OK","City","Public",NA,0,1,0.6600000262,0.1899999976,0.2800000012,71.9100036621,12.5699996948,4.9099998474,1.1900000572,0.7342995169,0.1509661836,NA,NA,NA,NA,NA,28700,32300,34000,38100,40500,26500,32600,34400,47400
"2976","Platt College-Central OKC","Oklahoma City","OK","City","Private",NA,0.8299999833,0.8799999952,0.8399999738,0.1599999964,0.3400000036,71.8000030518,13.5100002289,7.25,2.1800000668,0.7481135465,0.1313330938,0.0729428674,0.0287459576,0.0188645347,NA,98.2276784404242,26600,24000,23700,22500,22800,26100,29200,21600,29300
"2977","Rogers State University","Claremore","OK","Town","Public",18223,0.7599999905,0.7799999714,0.6499999762,0.4900000095,0.2800000012,75.6500015259,3.5499999523,3.0299999714,0.6499999762,0.4697275479,0.1836528759,0.1513622603,0.1125126135,0.0827447023,NA,166.987053348721,29600,31800,33400,33900,35400,27200,33200,31400,43100
"2978","Rose State College","Midwest City","OK","Suburb","Public",12746,0.6800000072,0.8199999928,0.6899999976,0.349999994,0.3000000119,72.0199966431,15.2899999619,5.0100002289,1.9099999666,0.6089781453,0.1919669226,0.1240401654,0.0493207324,0.0256940343,NA,83.4986965521732,29300,30100,31400,33900,35600,26800,34200,31700,43800
"2979","Saint Gregory's University","Shawnee","OK","Rural","Private",31987,0.9300000072,0.6100000143,0.6299999952,0.3300000131,0.3400000036,77.5599975586,7.3000001907,6.0199999809,1.3200000525,0.3449131514,0.1960297767,0.1960297767,0.1488833747,0.1141439206,NA,247.306275046112,36600,40500,43100,40200,42200,30300,47300,36700,47600
